STOCK_ID,STOCK_NAME
2820,華票
2832,台產
2834,臺企銀
2836,高雄銀
2838,聯邦銀
2845,遠東銀
2849,安泰銀
2850,新產
2851,中再保
2852,第一保
2855,統一證
2867,三商壽
2880,華南金
2881,富邦金
2882,國泰金
2883,開發金
2884,玉山金
2885,元大金
2886,兆豐金
2887,台新金
2888,新光金
2889,國票金
2890,永豐金
2891,中信金
2892,第一金
2897,王道銀行
2901,欣欣
2903,遠百
2904,匯僑
2905,三商
2906,高林
2908,特力
2910,統領
2911,麗嬰房
2912,統一超
2913,農林
2915,潤泰全
2923,鼎固-KY
2929,淘帝-KY
2939,永邑-KY
2945,三商家購
3002,歐格
3003,健和興
3004,豐達科
3005,神基
3006,晶豪科
3008,大立光
3010,華立
3011,今皓
3013,晟銘電
3014,聯陽
3015,全漢
3016,嘉晶
3017,奇鋐
3018,隆銘綠能
3019,亞光
3021,鴻名
3022,威強電
3023,信邦
3024,憶聲
3025,星通
3026,禾伸堂
3027,盛達
3028,增你強
3029,零壹
3030,德律
3031,佰鴻
3032,偉訓
3033,威健
3034,聯詠
3035,智原
3036,文曄
3037,欣興
3038,全台
3040,遠見
3041,揚智
3042,晶技
3043,科風
3044,健鼎
3045,台灣大
3046,建��
3047,訊舟
3048,益登
3049,精金
3050,鈺德
3051,力特
3052,夆典
3054,立萬利
3055,蔚華科
3056,富華新
3057,喬鼎
3058,立德
3059,華晶科
3060,銘異
3062,建漢
3090,日電貿
3092,鴻碩
3094,聯傑
3130,一零四
3138,耀登
3149,正達
3164,景岳
3167,大量
3168,眾福科
3189,景碩
3209,全科
3229,晟鈦
3231,緯創
3257,虹冠電
3266,昇陽
3296,勝德
3305,昇貿
3308,聯德
3311,閎暉
3312,弘憶股
3321,同泰
3338,泰碩
3346,麗清
3356,奇偶
3376,新日興
3380,明泰
3406,玉晶光
3413,京鼎
3416,融程電
3419,譁裕
3432,台端
3437,榮創
3443,創意
3447,展達
3450,聯鈞
3454,晶睿
3481,群創
3494,誠研
3501,維熹
3504,揚明光
3515,華擎
3518,柏騰
3528,安馳
3530,晶相光
3532,台勝科
3533,嘉澤
3535,晶彩科
3543,州巧
3545,敦泰
3550,聯穎
3557,嘉威
3563,牧德
3576,聯合再生
3583,辛耘
3588,通嘉
3591,艾笛森
3592,瑞鼎
3593,力銘
3596,智易
3605,宏致
3607,谷崧
3617,碩天
3622,洋華
3645,達邁
3652,精聯
3653,健策
3661,世芯-KY
3665,貿聯-KY
3669,圓展
3673,TPK-KY
3679,新至陞
3686,達能
3694,海華
3701,大眾控
3702,大聯大
3703,欣陸
3704,合勤控
3705,永信
3706,神達
3708,上緯投控
3711,日月光投控
3712,永崴投控
3714,富采
3715,定穎投控
4104,佳醫
4106,雃博
4108,懷特
4119,旭富
4133,亞諾法
4137,麗豐-KY
4142,國光生
4148,全宇生技-KY
4155,訊映
4164,承業醫
4190,佐登-KY
4306,炎洲
4414,如興
4426,利勤
4438,廣越
4439,冠星-KY
4440,宜新實業
4526,東台
4532,瑞智
4536,拓凱
4540,全球傳動
4545,銘鈺
4551,智伸科
4552,力達-KY
4555,氣立
4557,永新-KY
4560,強信-KY
4562,穎漢
4564,元翎
4566,時碩工業
4569,六方科-KY
4571,鈞興-KY
4572,駐龍
4576,大銀微系統
4581,光隆精密-KY
4583,台灣精銳
4588,玖鼎電力
4720,德淵
4722,國精化
4736,泰博
4737,華廣
4739,康普
4746,台耀
4755,三福化
4763,材料-KY
4764,雙鍵
4766,南寶
4770,上品
4771,望隼
4807,日成-KY
4904,遠傳
4906,正文
4912,聯德控股-KY
4915,致伸
4916,事欣科
4919,新唐
4927,泰鼎-KY
4930,燦星網
4934,太極
4935,茂林-KY
4938,和碩
4942,嘉彰
4943,康控-KY
4949,有成精密
4952,凌通
4956,光鋐
4958,臻鼎-KY
4960,誠美材
4961,天鈺
4967,十銓
4968,立積
4976,佳凌
4977,眾達-KY
4989,榮科
4994,傳奇
4999,鑫禾
5007,三星
5203,訊連
5215,科嘉-KY
5222,全訊
5225,東科-KY
5234,達興材料
5243,乙盛-KY
5244,弘凱
5258,虹堡
5269,祥碩
5283,禾聯碩
5284,jpp-KY
5285,界霖
5288,豐祥-KY
5292,華懋
5306,桂盟
5388,中磊
5434,崇越
5469,瀚宇博
5471,松翰
5484,慧友
5515,建國
5519,隆大
5521,工信
5522,遠雄
5525,順天
5531,鄉林
5533,皇鼎
5534,長虹
5538,東明-KY
5546,永固-KY
5607,遠雄港
5608,四維航
5706,鳳凰
5871,中租-KY
5876,上海商銀
5880,合庫金
5906,台南-KY
5907,大洋-KY
6005,群益證
6024,群益期
6108,競國
6112,邁達特
6115,鎰勝
6116,彩晶
6117,迎廣
6120,達運
6128,上福
6133,金橋
6136,富爾特
6139,亞翔
6141,柏承
6142,友勁
6152,百一
6153,嘉聯益
6155,鈞寶
6164,華興
6165,浪凡
6166,凌華
6168,宏齊
6176,瑞儀
6177,達麗
6183,關貿
6184,大豐電
6189,豐藝
6191,精成科
6192,巨路
6196,帆宣
6197,佳必琪
6201,亞弘電
6202,盛群
6205,詮欣
6206,飛捷
6209,今國光
6213,聯茂
6214,精誠
6215,和椿
6216,居易
6224,聚鼎
6225,天瀚
6226,光鼎
6230,尼得科超眾
6235,華孚
6239,力成
6243,迅杰
6257,矽格
6269,台郡
6271,同欣電
6277,宏正
6278,台表科
6281,全國電
6282,康舒
6283,淳安
6285,啟��
6288,聯嘉
6405,悅城
6409,旭隼
6412,群電
6414,樺漢
6415,矽力*-KY
6416,瑞祺電通
6426,統新
6431,光麗-KY
6438,迅得
6442,光聖
6443,元晶
6446,藥華藥
6449,鈺邦
6451,訊芯-KY
6456,GIS-KY
6464,台數科
6472,保瑞
6477,安集
6491,晶碩
6504,南六
6505,台塑化
6515,穎崴
6525,捷敏-KY
6526,達發
6531,愛普*
6533,晶心科
6541,泰福-KY
6550,北極星藥業-KY
6552,易華電
6558,興能高
6573,虹揚-KY
6579,研揚
6581,鋼聯
6582,申豐
6585,鼎基
6591,動力-KY
6592,和潤企業
6598,ABC-KY
6605,帝寶
6606,建德工業
6625,必應
6641,基士德-KY
6655,科定
6657,華安
6658,聯策
6666,羅麗芬-KY
6668,中揚光
6669,緯穎
6670,復盛應用
6671,三能-KY
6672,騰輝電子-KY
6674,鋐寶科技
6689,伊雲谷
6691,洋基工程
6695,芯鼎
6698,旭暉應材
6706,惠特
6715,嘉基
6719,力智
6742,澤米
6743,安普新
6753,龍德造船
6754,匯僑設計
6756,威鋒電子
6768,志強-KY
6770,力積電
6776,展�眥篕�
6781,AES-KY
6782,視陽
6789,采鈺
6790,永豐實
6792,詠業
6796,晉弘
6799,來頡
6805,富世達
6806,森崴能源
6807,峰源-KY
6830,汎銓
6834,天二科技
6835,圓裕
6838,台新藥
6861,睿生光電
6863,永道-KY
6869,雲豹能源
6890,來億-KY
6901,鑽石投資
6906,現觀科
6914,阜爾運通
6916,華凌
6928,攸泰科技
6933,AMAX-KY
6937,天虹
6952,大武山
6957,裕慶-KY
6958,日盛台駿
8011,台通
8016,矽創
8021,尖點
8028,昇陽半導體
8033,雷虎
8039,台虹
8046,南電
8070,長華*
8072,陞泰
8081,致新
8101,華冠
8103,瀚荃
8104,錸寶
8105,凌巨
8110,華東
8112,至上
8114,振樺電
8131,福懋科
8150,南茂
8163,達方
8201,無敵
8210,勤誠
8213,志超
8215,明基材
8222,寶一
8249,菱光
8261,富鼎
8271,宇瞻
8341,日友
8367,建新國際
8374,羅昇
8404,百和興業-KY
8411,福貞-KY
8422,可寧衛
8429,金麗-KY
8438,昶昕
8442,威宏-KY
8443,阿瘦
8454,富邦媒
8462,柏文
8463,潤泰材
8464,億豐
8466,美吉吉-KY
8467,波力-KY
8473,山林水
8476,台境
8478,東哥遊艇
8481,政伸
8482,商億-KY
8488,吉源-KY
8499,鼎炫-KY
8926,台汽電
8940,新天地
8996,高力
9802,鈺齊-KY
9902,台火
9904,寶成
9905,大華
9906,欣巴巴
9907,統一實
9908,大台北
9910,豐泰
9911,櫻花
9912,偉聯
9914,美利達
9917,中保科
9918,欣天然
9919,康那香
9921,巨大
9924,福興
9925,新保
9926,新海
9927,泰銘
9928,中視
9929,秋雨
9930,中聯資源
9931,欣高
9933,中鼎
9934,成霖
9935,慶豐富
9937,全國
9938,百和
9939,宏全
9940,信義
9941,裕融
9942,茂順
9943,好樂迪
9944,新麗
9945,潤泰新
9946,三發地產
9955,佳龍
9958,世紀鋼
030001,富邦金群益42購01
030002,大立光群益42購01
030003,奇鋐群益3A購09
030004,德律群益43購01
030005,緯創群益3A購14
030006,弘憶股群益3A購01
030007,京鼎群益43購01
030008,創意群益3B購08
030009,辛耘群益3A購05
030010,辛耘群益3A購06
030011,材料群益3A購10
030012,崇越群益3A購02
030013,瑞儀群益3B購02
030014,世紀鋼群益3C購03
030015,臺股指群益3A購39
030016,臺股指群益3A購40
030017,臺股指群益3A購41
030018,臺股指群益3A購42
030019,臺股指群益3A購43
03001P,聯鈞中信43售01
030020,臺股指群益3A購44
030021,臺股指群益3C購04
030022,臺股指群益3C購05
030023,臺股指群益3C購06
030024,臺股指群益3C購07
030025,臺股指群益3C購08
030026,電子類群益3C購01
030027,電子類群益3C購02
030028,華新元大3A購09
030029,華新元大3A購10
03002P,台灣50富邦3C售10
030030,華新元大3A購11
030031,華榮元大3A購07
030032,大亞元大3A購09
030033,大亞元大3A購10
030034,合機元大3A購03
030035,合機元大3C購01
030036,合機元大41購01
030037,美時元大3A購11
030038,美時元大3A購12
030039,美時元大3A購13
03003P,台灣50富邦41售04
030040,光寶科元大3B購02
030041,聯電元大3A購07
030042,聯電元大3A購08
030043,聯電元大3A購09
030044,鴻海元大3A購30
030045,鴻海元大3A購31
030046,鴻海元大3B購10
030047,國巨元大3A購13
030048,國巨元大3A購14
030049,國巨元大3A購15
03004P,世紀鋼富邦41售03
030050,台積電元大3A購32
030051,台積電元大3A購33
030052,台積電元大3A購34
030053,毅嘉元大3A購02
030054,華新科元大3A購07
030055,亞航元大3A購02
030056,亞航元大3A購03
030057,漢翔元大3A購03
030058,漢翔元大3A購04
030059,漢翔元大3A購05
03005P,T50正2元富46售01
030060,緯創元大3A購17
030061,緯創元大3C購06
030062,弘憶股元大3A購01
030063,創意元大3A購06
030064,創意元大3A購07
030065,創意元大3A購08
030066,辛耘元大3A購07
030067,辛耘元大3A購08
030068,辛耘元大3C購02
030069,上緯控元大3A購07
03006P,台積電凱基3C售35
03006X,元展06
030070,聯德元大3A購02
030071,全訊元大3A購04
030072,聯茂元大3A購03
030073,聯茂元大3A購04
030074,聯茂元大3A購05
030075,樺漢元大3A購06
030076,樺漢元大3A購07
030077,樺漢元大41購02
030078,保瑞元大3A購08
030079,保瑞元大3A購09
03007P,台積電凱基3C售36
03007X,元展07
030080,保瑞元大3A購10
030081,華東元大3A購02
030082,臺股指元大41購12
030083,臺股指元大41購13
030084,臺股指元大41購14
030085,臺股指元大41購15
030086,臺股指元大41購16
030087,大亞富邦41購01
030088,光寶科富邦3A購04
030089,光寶科富邦42購02
03008P,台積電凱基41售20
030090,聯電富邦42購01
030091,京元電富邦3B購03
030092,正文富邦3C購01
030093,虹堡富邦41購01
030094,崇越富邦3B購01
030095,台積電第一3A購03
030096,國泰金第一42購01
030097,台泥國泰3C購01
030098,川湖國泰3C購02
030099,群光國泰3C購01
03009P,滬深2X元大41售03
030100,全新國泰3C購01
030101,開發金國泰3C購01
030102,神基國泰3C購01
030103,嘉澤國泰3C購03
030104,辛耘國泰3C購01
030105,虹堡國泰3C購02
030106,崇越國泰3C購01
030107,帆宣國泰3C購01
030108,晶碩國泰3C購02
030109,達發國泰3C購01
03010P,聯電元大3C售13
03010X,元展10
030110,嘉基國泰3C購02
030111,華新台新3A購01
030112,大亞台新3A購01
030113,台達電台新3A購02
030114,大亞中信3C購01
030115,大同中信3C購01
030116,牧德中信3A購01
030117,辛耘中信3B購01
030118,崇越中信3A購01
030119,達發中信3A購02
03011P,金像電元大3C售08
030120,臺股指中信41購02
030121,T50正2永豐3C購01
030122,元黃金永豐3C購01
030123,香港2X永豐3A購02
030124,鴻海永豐41購03
030125,鴻海永豐42購04
030126,國巨永豐3A購02
030127,台積電永豐3C購05
030128,智邦永豐3A購01
030129,海悅永豐3B購01
03012P,聯發科元大3C售13
03012X,元展12
030130,大同永豐3B購02
030131,大同永豐41購01
030132,嘉晶永豐3B購01
030133,奇鋐永豐3A購08
030134,緯創永豐41購03
030135,辛耘永豐41購02
030136,上緯控永豐3A購01
030137,同欣電永豐3B購01
030138,達發永豐3A購01
030139,臺股指永豐3A購07
03013P,臺股指法興3C售05
03013X,元展13
030140,臺股指永豐3A購08
030141,華新統一44購01
030142,華新統一44購02
030143,中華統一44購01
030144,長榮鋼統一47購01
030145,鴻海統一54購02
030146,廣宇統一47購01
030147,海悅統一44購02
030148,海悅統一44購03
030149,海悅統一47購01
03014P,臺股指法興3C售06
03014X,元展14
030150,大同統一4A購02
030151,聯發科統一54購01
030152,志聖統一43購01
030153,志聖統一47購02
030154,陽明統一44購02
030155,神基統一44購02
030156,嘉晶統一49購01
030157,創意統一44購04
030158,群創統一44購01
030159,嘉澤統一44購04
03015P,臺股指法興3C售07
03015X,元展15
030160,辛耘統一44購03
030161,辛耘統一47購02
030162,碩天統一44購02
030163,崇越統一44購01
030164,崇越統一47購01
030165,聯茂統一44購04
030166,聯茂統一46購01
030167,至上統一44購03
030168,元債2X元富4A購03
030169,華新元富3A購01
03016P,臺股指法興3C售08
03016X,元展16
030170,華新元富3A購02
030171,華榮元富3A購04
030172,大亞元富44購01
030173,宏泰元富3A購02
030174,合機元富42購01
030175,美時元富3A購02
030176,美時元富3A購03
030177,台積電元富3B購08
030178,台積電元富3C購09
030179,台積電元富3C購10
03017P,臺股指法興3C售09
03017X,元展17
030180,台積電元富44購05
030181,台光電元富3A購08
030182,聯發科元富44購06
030183,聯發科元富44購07
030184,漢翔元富3B購01
030185,牧德元富3A購03
030186,崇越元富3A購01
030187,崇越元富3A購02
030188,同欣電元富3B購01
030189,南電元富3A購02
03018P,臺股指法興3C售10
030190,T50正2凱基3A購03
030191,聚陽凱基3A購01
030192,東元凱基3A購05
030193,華電凱基42購01
030194,華新凱基3C購01
030195,華榮凱基3A購05
030196,華榮凱基3B購02
030197,華榮凱基42購01
030198,大亞凱基41購01
030199,大亞凱基44購02
03019P,臺股指群益3C售25
03019X,元展19
030200,宏泰凱基3B購01
030201,宏泰凱基3B購02
030202,大山凱基3A購02
030203,合機凱基41購01
030204,美時凱基3A購05
030205,光寶科凱基3A購08
030206,台達電凱基3A購11
030207,華通凱基42購01
030208,海悅凱基3B購01
030209,大同凱基44購01
03020P,臺股指群益3C售26
03020X,元展20
030210,大同凱基44購02
030211,大同凱基44購03
030212,台光電凱基3A購10
030213,國產凱基3C購01
030214,漢翔凱基42購01
030215,慧洋凱基3B購02
030216,大立光凱基3B購07
030217,嘉晶凱基3A購04
030218,奇鋐凱基3B購05
030219,緯創凱基3A購13
03021P,臺股指群益3C售27
030220,創意凱基3A購16
030221,辛耘凱基3A購05
030222,辛耘凱基3C購04
030223,洋華凱基3A購04
030224,材料凱基3A購05
030225,聯德凱基3A購02
030226,天鈺凱基3B購03
030227,崇越凱基3A購02
030228,崇越凱基3A購03
030229,聯茂凱基3A購05
03022P,臺股指群益3C售28
03022X,富展01
030230,樺漢凱基3B購03
030231,達發凱基3A購03
030232,世紀鋼凱基3A購07
030233,臺股指凱基3A購68
030234,臺股指凱基3A購69
030235,臺股指凱基3A購70
030236,臺股指凱基3C購22
030237,臺股指凱基3C購23
030238,臺股指凱基41購18
030239,臺股指凱基41購19
03023P,臺股指群益3C售29
030240,勤美國票3B購01
030241,中宇國票3B購01
030242,華榮國票3B購02
030243,合機國票42購01
030244,三陽國票3B購01
030245,長榮鋼國票44購01
030246,楠梓電國票3B購02
030247,鴻海國票3B購03
030248,精英國票3B購01
030249,大同國票3C購03
03024P,臺股指群益3C售30
030250,台光電國票3B購01
030251,威盛國票42購01
030252,飛宏國票3A購02
030253,冠德國票3B購01
030254,漢翔國票3B購03
030255,台新金國票3A購01
030256,華立國票3A購02
030257,富華新國票3B購02
030258,緯創國票3B購01
030259,京鼎國票3B購01
03025P,臺股指群益3C售31
030260,崇越國票3C購01
030261,成霖國票3B購01
030262,上証2X群益3A購02
030263,中宇群益42購01
030264,華新群益42購01
030265,大亞群益44購02
030266,宏泰群益3C購01
030267,大山群益43購01
030268,合機群益44購01
030269,合機群益44購02
03026P,臺股指群益3C售32
03026X,元展23
030270,長榮鋼群益3C購01
030271,鴻海群益3B購12
030272,鴻海群益3B購13
030273,台積電群益44購02
030274,台積電群益44購03
030275,台積電群益44購04
030276,精英群益3A購02
030277,海悅群益43購01
030278,大同群益3B購02
030279,大同群益44購01
03027P,電子類群益3C售10
03027X,元展24
030280,威盛群益3A購02
030281,南亞科群益44購01
030282,偉詮電群益3A購01
030283,裕民群益44購01
030284,漢翔群益44購01
030285,元大金群益44購01
030286,永豐金群益44購01
030287,嘉晶群益3C購01
030288,弘憶股群益3A購02
030289,辛耘群益3B購06
03028P,電子類群益3C售11
03028X,元展25
030290,上緯控群益44購01
030291,立積群益44購01
030292,彩晶群益3B購02
030293,同欣電群益3A購02
030294,矽力群益46購01
030295,保瑞群益3A購05
030296,達發群益3A購04
030297,愛普群益3A購08
030298,力智群益44購01
030299,力智群益44購02
03029P,電子類群益3C售12
03029X,元展26
030300,天虹群益42購01
030301,昇陽半群益3C購01
030302,華東群益3C購02
030303,台灣50元大3B購03
030304,台灣50元大3B購04
030305,台灣50元大3B購05
030306,T50反1元大44購01
030307,滬深2X元大3A購09
030308,滬深2X元大3C購03
030309,群高息元大3A購03
03030P,台灣50中信42售02
030310,東元元大3A購06
030311,東元元大41購01
030312,華新元大3A購12
030313,大亞元大3A購11
030314,宏泰元大3A購04
030315,大山元大3A購02
030316,合機元大41購02
030317,美時元大3A購14
030318,美時元大3A購15
030319,美時元大3A購16
03031P,臺股指中信3C售10
030320,裕隆元大3A購02
030321,裕隆元大3A購03
030322,鴻海元大3A購32
030323,鴻海元大3A購33
030324,鴻海元大3A購34
030325,國巨元大3A購16
030326,國巨元大3A購17
030327,台積電元大3A購35
030328,台積電元大3A購36
030329,台積電元大3A購37
03032P,台灣50富邦43售07
030330,華邦電元大3B購02
030331,海悅元大3A購02
030332,宏�痐舅j3B購01
030333,華碩元大3A購04
030334,華碩元大3A購05
030335,華碩元大3C購01
030336,大同元大3A購17
030337,大同元大3A購18
030338,大同元大3A購19
030339,億光元大3A購04
03033P,鴻海富邦3C售10
030340,南亞科元大3A購06
030341,南亞科元大3A購07
030342,鉅祥元大3B購01
030343,華立元大3A購04
030344,蔚華科元大3A購02
030345,創意元大3A購09
030346,創意元大3A購10
030347,創意元大3A購11
030348,辛耘元大3A購09
030349,辛耘元大3A購10
03034P,滬深2X凱基41售04
030350,辛耘元大3A購11
030351,瑞智元大3A購02
030352,崇越元大3A購04
030353,帆宣元大3A購04
030354,矽力元大3B購01
030355,保瑞元大3A購11
030356,保瑞元大3A購12
030357,保瑞元大3A購13
030358,晶碩元大3A購02
030359,嘉基元大3B購01
03035P,台積電凱基41售25
03035X,元展32
030360,力智元大3A購03
030361,華東元大3A購03
030362,至上元大3A購09
030363,勤誠元大3A購07
030364,電子類元大3A購10
030365,電子類元大3A購11
030366,電子類元大3C購03
030367,群高息富邦3C購02
030368,大亞富邦44購01
030369,大同富邦44購01
03036P,台積電凱基41售26
030370,華新兆豐3B購02
030371,大同兆豐3A購02
030372,牧德兆豐3C購02
030373,辛耘兆豐44購02
030374,聯發科國泰3C購04
030375,志聖國泰3C購01
030376,大立光國泰3C購02
030377,華立國泰3C購01
030378,辛耘國泰3C購02
030379,康舒國泰3C購02
03037P,台積電凱基42售11
030380,緯穎國泰3C購03
030381,中石化國票3B購01
030382,和大國票3B購02
030383,華新國票3A購01
030384,華新國票3A購02
030385,華新國票3B購01
030386,大亞國票3B購02
030387,大山國票3A購02
030388,大山國票3C購01
030389,正崴國票3B購01
03038P,臺股指凱基3C售44
03038X,元展35
030390,億光國票3A購01
030391,國產國票3A購01
030392,冠德國票3B購02
030393,華固國票41購01
030394,亞航國票3A購01
030395,亞航國票3B購01
030396,亞航國票3C購01
030397,奇鋐國票3B購04
030398,玉晶光國票3B購01
030399,新唐國票48購01
03039P,臺股指凱基3C售45
03039X,元展36
030400,帆宣國票42購01
030401,盛群國票3B購01
030402,上証2X中信3A購01
030403,滬深2X中信3A購01
030404,S&P500中信3A購01
030405,華新中信3B購01
030406,長榮鋼中信3A購01
030407,台積電中信3B購06
030408,飛宏中信3A購01
030409,國產中信3A購01
03040P,臺股指凱基3C售46
030410,勤誠中信3C購01
030411,台汽電中信3A購01
030412,滬深2X永豐3A購06
030413,滬深2X永豐3B購03
030414,大亞永豐3A購04
030415,美時永豐3A購04
